0,0
0.001,0.00894914
0.002,0.0177993
0.003,0.0265514
0.004,0.0352064
0.005,0.0437654
0.006,0.0522293
0.007,0.060599
0.008,0.0688754
0.009,0.0770596
0.01,0.0851523
0.011,0.0931546
0.012,0.101067
0.013,0.108891
0.014,0.116627
0.015,0.124277
0.016,0.13184
0.017,0.139318
0.018,0.146711
0.019,0.154021
0.02,0.161249
0.021,0.168394
0.022,0.175459
0.023,0.182443
0.024,0.189348
0.025,0.196174
0.026,0.202922
0.027,0.209593
0.028,0.216188
0.029,0.222707
0.03,0.229151
0.031,0.235521
0.032,0.241818
0.033,0.248043
0.034,0.254195
0.035,0.260276
0.036,0.266287
0.037,0.272228
0.038,0.2781
0.039,0.283904
0.04,0.289639
0.041,0.295308
0.042,0.300911
0.043,0.306447
0.044,0.311919
0.045,0.317326
0.046,0.32267
0.047,0.32795
0.048,0.333168
0.049,0.338324
0.05,0.343419
0.051,0.348453
0.052,0.353427
0.053,0.358341
0.054,0.363197
0.055,0.367995
0.056,0.372734
0.057,0.377417
0.058,0.382043
0.059,0.386613
0.06,0.391128
0.061,0.395588
0.062,0.399993
0.063,0.404345
0.064,0.408643
0.065,0.412889
0.066,0.417082
0.067,0.421224
0.068,0.425315
0.069,0.429354
0.07,0.433344
0.071,0.437284
0.072,0.441175
0.073,0.445018
0.074,0.448812
0.075,0.452558
0.076,0.456257
0.077,0.45991
0.078,0.463516
0.079,0.467076
0.08,0.470591
0.081,0.474061
0.082,0.477486
0.083,0.480867
0.084,0.484205
0.085,0.4875
0.086,0.490752
0.087,0.493961
0.088,0.497129
0.089,0.500255
0.09,0.50334
0.091,0.506385
0.092,0.509389
0.093,0.512353
0.094,0.515278
0.095,0.518164
0.096,0.521011
0.097,0.52382
0.098,0.526591
0.099,0.529324
0.1,0.532021
0.101,0.53468
0.102,0.537303
0.103,0.53989
0.104,0.542441
0.105,0.544957
0.106,0.547438
0.107,0.549885
0.108,0.552297
0.109,0.554675
0.11,0.557019
0.111,0.55933
0.112,0.561609
0.113,0.563854
0.114,0.566067
0.115,0.568249
0.116,0.570398
0.117,0.572517
0.118,0.574604
0.119,0.57666
0.12,0.578686
0.121,0.580682
0.122,0.582648
0.123,0.584585
0.124,0.586492
0.125,0.588371
0.126,0.590221
0.127,0.592042
0.128,0.593835
0.129,0.595601
0.13,0.597339
0.131,0.59905
0.132,0.600734
0.133,0.602391
0.134,0.604021
0.135,0.605626
0.136,0.607204
0.137,0.608757
0.138,0.610285
0.139,0.611787
0.14,0.613264
0.141,0.614717
0.142,0.616145
0.143,0.617549
0.144,0.61893
0.145,0.620286
0.146,0.621619
0.147,0.622929
0.148,0.624216
0.149,0.62548
0.15,0.626721
0.151,0.627941
0.152,0.629138
0.153,0.630313
0.154,0.631467
0.155,0.632599
0.156,0.63371
0.157,0.6348
0.158,0.635869
0.159,0.636917
0.16,0.637945
0.161,0.638953
0.162,0.639941
0.163,0.640909
0.164,0.641858
0.165,0.642787
