0.000000e+00,0.000000e+00
9.900990e-03,8.419796e-02
1.980198e-02,1.595170e-01
2.970297e-02,2.267942e-01
3.960396e-02,2.867876e-01
4.950495e-02,3.401838e-01
5.940594e-02,3.876047e-01
6.930693e-02,4.296135e-01
7.920792e-02,4.667205e-01
8.910891e-02,4.993877e-01
9.900990e-02,5.280336e-01
1.089109e-01,5.530374e-01
1.188119e-01,5.747423e-01
1.287129e-01,5.934593e-01
1.386139e-01,6.094701e-01
1.485149e-01,6.230297e-01
1.584158e-01,6.343693e-01
1.683168e-01,6.436981e-01
1.782178e-01,6.512057e-01
1.881188e-01,6.570637e-01
1.980198e-01,6.614277e-01
2.079208e-01,6.644384e-01
2.178218e-01,6.662235e-01
2.277228e-01,6.668984e-01
2.376238e-01,6.665679e-01
2.475248e-01,6.653267e-01
2.574257e-01,6.632607e-01
2.673267e-01,6.604476e-01
2.772277e-01,6.569578e-01
2.871287e-01,6.528551e-01
2.970297e-01,6.481973e-01
3.069307e-01,6.430368e-01
3.168317e-01,6.374209e-01
3.267327e-01,6.313925e-01
3.366337e-01,6.249905e-01
3.465347e-01,6.182502e-01
3.564356e-01,6.112035e-01
3.663366e-01,6.038791e-01
3.762376e-01,5.963034e-01
3.861386e-01,5.884999e-01
3.960396e-01,5.804902e-01
4.059406e-01,5.722937e-01
4.158416e-01,5.639280e-01
4.257426e-01,5.554091e-01
4.356436e-01,5.467514e-01
4.455446e-01,5.379679e-01
4.554455e-01,5.290706e-01
4.653465e-01,5.200702e-01
4.752475e-01,5.109763e-01
4.851485e-01,5.017979e-01
4.950495e-01,4.925428e-01
5.049505e-01,4.832183e-01
5.148515e-01,4.738310e-01
5.247525e-01,4.643867e-01
5.346535e-01,4.548908e-01
5.445545e-01,4.453483e-01
5.544554e-01,4.357634e-01
5.643564e-01,4.261403e-01
5.742574e-01,4.164824e-01
5.841584e-01,4.067931e-01
5.940594e-01,3.970753e-01
6.039604e-01,3.873317e-01
6.138614e-01,3.775648e-01
6.237624e-01,3.677767e-01
6.336634e-01,3.579695e-01
6.435644e-01,3.481449e-01
6.534653e-01,3.383046e-01
6.633663e-01,3.284500e-01
6.732673e-01,3.185826e-01
6.831683e-01,3.087034e-01
6.930693e-01,2.988138e-01
7.029703e-01,2.889145e-01
7.128713e-01,2.790065e-01
7.227723e-01,2.690907e-01
7.326733e-01,2.591678e-01
7.425743e-01,2.492384e-01
7.524752e-01,2.393032e-01
7.623762e-01,2.293627e-01
7.722772e-01,2.194174e-01
7.821782e-01,2.094677e-01
7.920792e-01,1.995141e-01
8.019802e-01,1.895570e-01
8.118812e-01,1.795967e-01
8.217822e-01,1.696334e-01
8.316832e-01,1.596675e-01
8.415842e-01,1.496992e-01
8.514851e-01,1.397287e-01
8.613861e-01,1.297562e-01
8.712871e-01,1.197820e-01
8.811881e-01,1.098061e-01
8.910891e-01,9.982884e-02
9.009901e-01,8.985022e-02
9.108911e-01,7.987040e-02
9.207921e-01,6.988949e-02
9.306931e-01,5.990760e-02
9.405941e-01,4.992482e-02
9.504950e-01,3.994123e-02
9.603960e-01,2.995692e-02
9.702970e-01,1.997194e-02
9.801980e-01,9.986365e-03
9.900990e-01,2.456868e-07
1.000000e+00,0.000000e+00
